M_phi,g,si,norm
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
4.665380646624965,0.11473207067702561,2.6444502578165623,7.203492025151579e-20
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
6.954662894985737,0.16593726615183746,2.843401332073696,1.1783421689397203e-19
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
6.954662894985737,0.16593726615183746,2.843401332073696,1.1783421689397203e-19
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
6.954662894985737,0.16593726615183746,2.843401332073696,1.1783421689397203e-19
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
6.954662894985737,0.16593726615183746,2.843401332073696,1.1783421689397203e-19
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
6.954662894985737,0.16593726615183746,2.843401332073696,1.1783421689397203e-19
157.02050893336832,0.3400845729323157,2.2633196834562415,8.563919371299167e-74
1.0647082284156448,0.034194541874191846,2.3315322477443137,1.3480167662390602e-73
1.4825323266483692,0.0016796333128779874,2.9859836467905936,2.396730731039178e-74
189.46680730784894,0.0061136055412257095,2.329994509668018,5.368963793785585e-75
0.29428974379041273,0.8425643144566546,2.888328710228927,1.906460715295219e-61
22.24243175319343,0.001011958187141498,2.600124603617071,2.2010968020128193e-69
16.152283980157442,0.000341070510108667,2.0262384901104995,5.214582577947066e-84
22.039085875871645,0.00019762361230926323,2.603264274564886,6.100671598507307e-32
0.11151572453790069,0.00014409503524022524,2.826014308729378,1.6030160591246884e-50
9.389991019472212,0.3411554024784953,2.8333090190497936,1.6624891084790543e-21
0.520465116965086,0.01405664425449152,2.6988449417829745,3.699651383450621e-53
0.18500234725765727,0.00010483929436063927,2.783035251970128,1.720346929581261e-22
35.126982562782715,0.00024549393461215915,2.0078719103203326,2.5256926311720095e-81
122.8601141142014,0.0017840863216701025,2.8967747091884704,3.056569500663107e-57
676.7747334426322,0.4934844887155451,2.7844485781408594,2.69775700314632e-49
289.27965996677926,0.0006081872365311068,2.059586303144404,2.5400513421925342e-93
11.305256134796219,0.296529571670157,2.730041892495788,2.1151779060172402e-19
